query_id,kueri,Model,Versi,Korpus,Spearman
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.2,ID,0.0
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.2,ID,-0.7454
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.2,ID,-0.1118
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.2,ID,0.8721
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.2,ID,0.3
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.2,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.2,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.2,ID,-0.7906
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.2,ID,-0.8944
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.2,ID,0.4
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.2,ID,-0.1
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.2,ID,0.6669
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.2,ID,-0.3591
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.2,ID,0.5407
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.2,ID,-0.6669
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.2,ID,
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.2,ID,0.2052
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.2,ID,0.8944
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.3,ID,0.7071
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.3,ID,0.866
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.3,ID,0.8944
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.3,ID,0.3536
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.3,ID,0.3536
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.3,ID,0.2052
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.3,ID,0.9
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.3,ID,0.9
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.3,ID,0.6669
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.3,ID,0.6708
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.3,ID,0.866
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.3,ID,0.9487
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.3,ID,0.1581
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.3,ID,-0.3591
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.3,ID,0.6
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.3,ID,0.8721
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.3,ID,0.4104
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.3,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.3,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.3,ID,-1.0
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.3,ID,-0.6708
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.3,ID,0.2052
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.3,ID,0.4
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.3,ID,0.8208
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.3,ID,-0.2236
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.3,ID,-0.2236
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.3,ID,-0.0278
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.3,ID,
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.3,ID,-0.4472
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.3,ID,0.8944
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4,ID,0.6669
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4,ID,0.8721
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.4,ID,0.8944
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.4,ID,
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.4,ID,-0.2887
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.4,ID,0.2236
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.4,ID,-0.8
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.4,ID,-0.0513
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.4,ID,0.7
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.4,ID,0.4104
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.4,ID,0.4472
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.4,ID,0.5774
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.4,ID,0.0
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.4,ID,-0.5789
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.4,ID,0.125
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.4,ID,0.8721
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.4,ID,0.1
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.4,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.4,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.4,ID,-0.7906
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.4,ID,-0.4617
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.4,ID,0.5643
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.4,ID,0.6669
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.4,ID,0.4472
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.4,ID,0.866
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.4,ID,0.1081
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.4,ID,-0.0278
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.4,ID,0.7071
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.4,ID,-0.3591
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.4,ID,0.866
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4.1,ID,0.6669
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4.1,ID,0.7746
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.4.1,ID,0.8944
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.4.1,ID,0.7071
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.4.1,ID,0.0
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.4.1,ID,0.2236
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.4.1,ID,0.7182
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.4.1,ID,0.1026
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.4.1,ID,0.2
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.4.1,ID,0.8721
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.4.1,ID,0.4472
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.4.1,ID,0.5774
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.4.1,ID,0.527
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.4.1,ID,-0.5789
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.4.1,ID,0.125
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.4.1,ID,0.2236
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.4.1,ID,0.1
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.4.1,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.4.1,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.4.1,ID,-1.0
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.4.1,ID,-0.4617
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.4.1,ID,0.1539
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.4.1,ID,-0.1539
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.4.1,ID,0.7071
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.4.1,ID,0.866
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.4.1,ID,0.1054
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.4.1,ID,-0.0278
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.4.1,ID,0.7071
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.4.1,ID,0.2052
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.4.1,ID,0.866
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4.2,ID,0.2236
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4.2,ID,0.7071
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.4.2,ID,0.8944
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.4.2,ID,
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.4.2,ID,
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.4.2,ID,0.4472
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.4.2,ID,0.2052
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.4.2,ID,-0.1026
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.4.2,ID,0.6669
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.4.2,ID,0.9747
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.4.2,ID,0.4472
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.4.2,ID,0.5774
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.4.2,ID,0.0
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.4.2,ID,-0.6
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.4.2,ID,-0.1118
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.4.2,ID,0.8721
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.4.2,ID,-0.2
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.4.2,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.4.2,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.4.2,ID,-1.0
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.4.2,ID,-0.4617
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.4.2,ID,0.3591
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.4.2,ID,0.4
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.4.2,ID,0.4472
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.4.2,ID,-0.1118
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.4.2,ID,0.6325
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.4.2,ID,-0.0278
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.4.2,ID,
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.4.2,ID,-0.2052
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.4.2,ID,0.8944
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp5.4.3,ID,0.6669
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp5.4.3,ID,0.8944
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp5.4.3,ID,0.8944
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp5.4.3,ID,0.3536
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp5.4.3,ID,
6,apa itu kemurahan hati,gpl-gte-multilingual-base,exp5.4.3,ID,0.4472
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp5.4.3,ID,0.8
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp5.4.3,ID,0.9
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp5.4.3,ID,0.7
10,kriteria kesucian,gpl-gte-multilingual-base,exp5.4.3,ID,0.4472
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp5.4.3,ID,0.9747
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp5.4.3,ID,0.5774
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp5.4.3,ID,-0.2887
14,apa makna kekosongan,gpl-gte-multilingual-base,exp5.4.3,ID,-0.6
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp5.4.3,ID,0.9177
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp5.4.3,ID,0.8721
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp5.4.3,ID,-0.7182
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp5.4.3,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp5.4.3,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp5.4.3,ID,-0.7906
21,jenis jenis manusia,gpl-gte-multilingual-base,exp5.4.3,ID,0.0
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp5.4.3,ID,0.3591
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp5.4.3,ID,0.4
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp5.4.3,ID,0.1118
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp5.4.3,ID,-0.1118
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp5.4.3,ID,0.0
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp5.4.3,ID,-0.0278
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp5.4.3,ID,
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp5.4.3,ID,0.6708
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp5.4.3,ID,0.8944
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,exp6,ID,-0.1539
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,exp6,ID,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,exp6,ID,-0.7071
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,exp6,ID,0.1118
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,exp6,ID,-0.3536
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,exp6,ID,-0.7379
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,exp6,ID,1.0
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,exp6,ID,0.4617
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,exp6,ID,0.2108
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,exp6,ID,0.7071
13,berbagai jenis pemberian,gpl-gte-multilingual-base,exp6,ID,0.9747
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,exp6,ID,0.2052
16,harta yang paling bernilai,gpl-gte-multilingual-base,exp6,ID,0.5643
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,exp6,ID,0.6156
18,penyebab gempa bumi,gpl-gte-multilingual-base,exp6,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,exp6,ID,0.7071
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,exp6,ID,0.3591
21,jenis jenis manusia,gpl-gte-multilingual-base,exp6,ID,-0.3536
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,exp6,ID,-0.9487
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,exp6,ID,-0.803
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,exp6,ID,0.1118
25,perasaan malu dan takut,gpl-gte-multilingual-base,exp6,ID,0.6325
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,exp6,ID,0.1579
27,jenis jenis karma buruk,gpl-gte-multilingual-base,exp6,ID,0.9
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,exp6,ID,0.6708
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,exp6,ID,0.1118
30,apa itu proliferasi mental,gpl-gte-multilingual-base,exp6,ID,
1,cara mengatasi kemarahan,gpl-gte-multilingual-base,GPL,ID,-0.3536
2,cara mengatasi ngantuk,gpl-gte-multilingual-base,GPL,ID,
3,apa penyebab penderitaan,gpl-gte-multilingual-base,GPL,ID,0.7071
4,mengapa harus membalas budi orangtua,gpl-gte-multilingual-base,GPL,ID,0.4472
5,perumpamaan perumpamaan,gpl-gte-multilingual-base,GPL,ID,-0.2887
6,apa itu kemurahan hati,gpl-gte-multilingual-base,GPL,ID,0.8944
7,penjelasan tentang perhatian murni,gpl-gte-multilingual-base,GPL,ID,0.9747
8,manfaat pelaksaan sila,gpl-gte-multilingual-base,GPL,ID,0.6882
9,jenis jenis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.2236
10,kriteria kesucian,gpl-gte-multilingual-base,GPL,ID,-0.7906
11,siapa yang layak disebut sebagai brahmana,gpl-gte-multilingual-base,GPL,ID,0.4472
12,kewajiban seorang bhikkhu,gpl-gte-multilingual-base,GPL,ID,0.9487
13,berbagai jenis pemberian,gpl-gte-multilingual-base,GPL,ID,0.8721
14,apa makna kekosongan,gpl-gte-multilingual-base,GPL,ID,0.7454
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-gte-multilingual-base,GPL,ID,0.6882
16,harta yang paling bernilai,gpl-gte-multilingual-base,GPL,ID,0.3536
17,kewajiban seorang umat awam,gpl-gte-multilingual-base,GPL,ID,0.3078
18,penyebab gempa bumi,gpl-gte-multilingual-base,GPL,ID,
19,jenis jenis kemelekatan,gpl-gte-multilingual-base,GPL,ID,
20,penggambaran terhadap keagungan buddha,gpl-gte-multilingual-base,GPL,ID,-0.3689
21,jenis jenis manusia,gpl-gte-multilingual-base,GPL,ID,0.7071
22,cara mengikis kotoran batin,gpl-gte-multilingual-base,GPL,ID,0.7379
23,penjelasan tentang pandangan terang,gpl-gte-multilingual-base,GPL,ID,-0.9177
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-gte-multilingual-base,GPL,ID,0.3078
25,perasaan malu dan takut,gpl-gte-multilingual-base,GPL,ID,-0.866
26,bersatu di kehidupan selanjutnya,gpl-gte-multilingual-base,GPL,ID,0.7255
27,jenis jenis karma buruk,gpl-gte-multilingual-base,GPL,ID,0.3591
28,berbagai jenis perbuatan baik,gpl-gte-multilingual-base,GPL,ID,-0.7071
29,jenis orang yang tak boleh ditahbiskan,gpl-gte-multilingual-base,GPL,ID,-0.7071
30,apa itu proliferasi mental,gpl-gte-multilingual-base,GPL,ID,0.2887
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp1,ID,-0.3
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp1,ID,
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp1,ID,-0.7071
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp1,ID,0.866
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp1,ID,0.6325
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp1,ID,0.1539
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,exp1,ID,0.527
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,exp1,ID,0.3162
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,exp1,ID,0.2632
10,kriteria kesucian,gpl-multilingual-e5-base,exp1,ID,-0.1539
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,exp1,ID,-0.7071
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,exp1,ID,0.3162
13,berbagai jenis pemberian,gpl-multilingual-e5-base,exp1,ID,0.5643
14,apa makna kekosongan,gpl-multilingual-e5-base,exp1,ID,-0.8885
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,exp1,ID,0.4743
16,harta yang paling bernilai,gpl-multilingual-e5-base,exp1,ID,0.7071
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,exp1,ID,-0.3162
18,penyebab gempa bumi,gpl-multilingual-e5-base,exp1,ID,
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,exp1,ID,0.3536
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,exp1,ID,0.6708
21,jenis jenis manusia,gpl-multilingual-e5-base,exp1,ID,0.7071
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,exp1,ID,0.1539
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,exp1,ID,-0.2294
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,exp1,ID,-0.3591
25,perasaan malu dan takut,gpl-multilingual-e5-base,exp1,ID,-0.2236
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,exp1,ID,0.6882
27,jenis jenis karma buruk,gpl-multilingual-e5-base,exp1,ID,0.6
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,exp1,ID,0.6669
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,exp1,ID,0.8944
30,apa itu proliferasi mental,gpl-multilingual-e5-base,exp1,ID,-0.2887
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp2,ID,-0.1118
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp2,ID,
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp2,ID,0.6325
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp2,ID,0.7826
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp2,ID,0.2962
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp2,ID,0.9747
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,exp2,ID,0.7906
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,exp2,ID,0.6325
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,exp2,ID,-0.6156
10,kriteria kesucian,gpl-multilingual-e5-base,exp2,ID,0.7
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,exp2,ID,-0.1118
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,exp2,ID,-0.1581
13,berbagai jenis pemberian,gpl-multilingual-e5-base,exp2,ID,0.7906
14,apa makna kekosongan,gpl-multilingual-e5-base,exp2,ID,-0.7071
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,exp2,ID,-0.1081
16,harta yang paling bernilai,gpl-multilingual-e5-base,exp2,ID,0.5789
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,exp2,ID,-0.9747
18,penyebab gempa bumi,gpl-multilingual-e5-base,exp2,ID,
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,exp2,ID,0.7071
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,exp2,ID,-0.4104
21,jenis jenis manusia,gpl-multilingual-e5-base,exp2,ID,0.2052
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,exp2,ID,0.2
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,exp2,ID,0.7379
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,exp2,ID,0.7071
25,perasaan malu dan takut,gpl-multilingual-e5-base,exp2,ID,0.1118
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,exp2,ID,0.4
27,jenis jenis karma buruk,gpl-multilingual-e5-base,exp2,ID,1.0
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,exp2,ID,0.1118
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,exp2,ID,-0.2
30,apa itu proliferasi mental,gpl-multilingual-e5-base,exp2,ID,0.7071
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp3,ID,-0.7906
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp3,ID,0.0
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp3,ID,0.8944
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp3,ID,0.8944
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp3,ID,0.866
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp3,ID,0.9733
7,penjelasan tentang perhatian murni,gpl-multilingual-e5-base,exp3,ID,-0.2052
8,manfaat pelaksaan sila,gpl-multilingual-e5-base,exp3,ID,0.4617
9,jenis jenis kotoran batin,gpl-multilingual-e5-base,exp3,ID,-0.3591
10,kriteria kesucian,gpl-multilingual-e5-base,exp3,ID,0.8208
11,siapa yang layak disebut sebagai brahmana,gpl-multilingual-e5-base,exp3,ID,0.7906
12,kewajiban seorang bhikkhu,gpl-multilingual-e5-base,exp3,ID,-0.5643
13,berbagai jenis pemberian,gpl-multilingual-e5-base,exp3,ID,-0.2887
14,apa makna kekosongan,gpl-multilingual-e5-base,exp3,ID,0.3078
15,apa kualitas yang harus dimiliki oleh seorang penceramah,gpl-multilingual-e5-base,exp3,ID,-0.0513
16,harta yang paling bernilai,gpl-multilingual-e5-base,exp3,ID,-0.8208
17,kewajiban seorang umat awam,gpl-multilingual-e5-base,exp3,ID,0.4588
18,penyebab gempa bumi,gpl-multilingual-e5-base,exp3,ID,
19,jenis jenis kemelekatan,gpl-multilingual-e5-base,exp3,ID,0.7071
20,penggambaran terhadap keagungan buddha,gpl-multilingual-e5-base,exp3,ID,0.2
21,jenis jenis manusia,gpl-multilingual-e5-base,exp3,ID,0.6156
22,cara mengikis kotoran batin,gpl-multilingual-e5-base,exp3,ID,0.5643
23,penjelasan tentang pandangan terang,gpl-multilingual-e5-base,exp3,ID,-0.6669
24,apa yang terjadi pada saat pencapaian pencerahan,gpl-multilingual-e5-base,exp3,ID,0.2236
25,perasaan malu dan takut,gpl-multilingual-e5-base,exp3,ID,-0.1026
26,bersatu di kehidupan selanjutnya,gpl-multilingual-e5-base,exp3,ID,-0.2052
27,jenis jenis karma buruk,gpl-multilingual-e5-base,exp3,ID,0.2294
28,berbagai jenis perbuatan baik,gpl-multilingual-e5-base,exp3,ID,0.866
29,jenis orang yang tak boleh ditahbiskan,gpl-multilingual-e5-base,exp3,ID,0.3536
30,apa itu proliferasi mental,gpl-multilingual-e5-base,exp3,ID,0.0
1,cara mengatasi kemarahan,gpl-multilingual-e5-base,exp4,ID,0.7182
2,cara mengatasi ngantuk,gpl-multilingual-e5-base,exp4,ID,0.8721
3,apa penyebab penderitaan,gpl-multilingual-e5-base,exp4,ID,-0.3536
4,mengapa harus membalas budi orangtua,gpl-multilingual-e5-base,exp4,ID,0.7826
5,perumpamaan perumpamaan,gpl-multilingual-e5-base,exp4,ID,0.2294
6,apa itu kemurahan hati,gpl-multilingual-e5-base,exp4,ID,-0.1539
